"from","to","width","title"
"SLC7A5","GLS",2,"SLC7A5-GLS<br />0.239"
"TRPM7","GLS",3,"TRPM7-GLS<br />0.3345"
"PTP4A2","MAPK6",2,"PTP4A2-MAPK6<br />0.1995"
"SLC4A7","MAPK6",3,"SLC4A7-MAPK6<br />0.3321"
"SLC7A1","MAPK6",1,"SLC7A1-MAPK6<br />0.143"
"TRPM7","MAPK6",2,"TRPM7-MAPK6<br />0.2411"
"SLC4A7","PTP4A2",2,"SLC4A7-PTP4A2<br />0.1864"
"SLC7A1","PTP4A2",1,"SLC7A1-PTP4A2<br />0.1271"
"TRPM7","PTP4A2",3,"TRPM7-PTP4A2<br />0.2527"
"SLC4A7","SLC3A2",3,"SLC4A7-SLC3A2<br />0.2602"
"SLC7A1","SLC3A2",4,"SLC7A1-SLC3A2<br />0.4061"
"SLC7A5","SLC3A2",6,"SLC7A5-SLC3A2<br />0.6299"
"TRPM7","SLC3A2",4,"TRPM7-SLC3A2<br />0.4258"
"SLC7A1","SLC4A7",3,"SLC7A1-SLC4A7<br />0.2997"
"SLC7A5","SLC4A7",3,"SLC7A5-SLC4A7<br />0.2689"
"TRPM7","SLC4A7",5,"TRPM7-SLC4A7<br />0.4704"
"SLC7A5","SLC7A1",4,"SLC7A5-SLC7A1<br />0.3961"
"TRPM7","SLC7A1",5,"TRPM7-SLC7A1<br />0.458"
"TRPM7","SLC7A5",4,"TRPM7-SLC7A5<br />0.448"
"CSE1L","ALG11",3,"CSE1L-ALG11<br />0.2616"
"DDX56","ALG11",2,"DDX56-ALG11<br />0.1628"
"PRPF6","ALG11",2,"PRPF6-ALG11<br />0.2278"
"PSMA1","ALG11",4,"PSMA1-ALG11<br />0.4354"
"PSMA2","ALG11",4,"PSMA2-ALG11<br />0.4181"
"SMC2","ALG11",2,"SMC2-ALG11<br />0.2053"
"XPO1","ALG11",2,"XPO1-ALG11<br />0.2495"
"EEF1A1","CSE1L",1,"EEF1A1-CSE1L<br />0.1117"
"PRPF6","CSE1L",4,"PRPF6-CSE1L<br />0.3724"
"PSMA1","CSE1L",4,"PSMA1-CSE1L<br />0.3824"
"PSMA2","CSE1L",4,"PSMA2-CSE1L<br />0.4253"
"SMC2","CSE1L",2,"SMC2-CSE1L<br />0.1919"
"XPO1","CSE1L",2,"XPO1-CSE1L<br />0.2453"
"EEF1A1","DDX56",1,"EEF1A1-DDX56<br />0.1419"
"PRPF6","DDX56",2,"PRPF6-DDX56<br />0.1707"
"PSMA1","DDX56",1,"PSMA1-DDX56<br />0.1324"
"PSMA2","DDX56",3,"PSMA2-DDX56<br />0.2713"
"XPO1","DDX56",1,"XPO1-DDX56<br />0.1385"
"PRPF6","EEF1A1",1,"PRPF6-EEF1A1<br />0.1197"
"PSMA1","EEF1A1",2,"PSMA1-EEF1A1<br />0.2337"
"PSMA2","EEF1A1",2,"PSMA2-EEF1A1<br />0.2301"
"XPO1","EEF1A1",3,"XPO1-EEF1A1<br />0.2832"
"PSMA1","PRPF6",3,"PSMA1-PRPF6<br />0.3329"
"PSMA2","PRPF6",3,"PSMA2-PRPF6<br />0.3417"
"SMC2","PRPF6",1,"SMC2-PRPF6<br />0.1139"
"XPO1","PRPF6",3,"XPO1-PRPF6<br />0.2597"
"PSMA2","PSMA1",5,"PSMA2-PSMA1<br />0.5224"
"SMC2","PSMA1",4,"SMC2-PSMA1<br />0.3631"
"XPO1","PSMA1",4,"XPO1-PSMA1<br />0.3943"
"SMC2","PSMA2",2,"SMC2-PSMA2<br />0.2064"
"XPO1","PSMA2",4,"XPO1-PSMA2<br />0.4417"
"XPO1","SMC2",3,"XPO1-SMC2<br />0.3073"
"ALG6","ALG5",5,"ALG6-ALG5<br />0.5265"
"ALG8","ALG5",6,"ALG8-ALG5<br />0.5659"
"ARF4","ALG5",1,"ARF4-ALG5<br />0.1023"
"COPG1","ALG5",1,"COPG1-ALG5<br />0.1108"
"DOLPP1","ALG5",2,"DOLPP1-ALG5<br />0.2336"
"NFE2L2","ALG5",2,"NFE2L2-ALG5<br />0.2052"
"NRDC","ALG5",1,"NRDC-ALG5<br />0.1066"
"SLC33A1","ALG5",3,"SLC33A1-ALG5<br />0.2997"
"ALG8","ALG6",7,"ALG8-ALG6<br />0.7166"
"ARF4","ALG6",2,"ARF4-ALG6<br />0.1536"
"DOLPP1","ALG6",4,"DOLPP1-ALG6<br />0.3913"
"NFE2L2","ALG6",2,"NFE2L2-ALG6<br />0.2273"
"NRDC","ALG6",3,"NRDC-ALG6<br />0.2745"
"SLC33A1","ALG6",3,"SLC33A1-ALG6<br />0.2886"
"DOLPP1","ALG8",4,"DOLPP1-ALG8<br />0.4108"
"NFE2L2","ALG8",2,"NFE2L2-ALG8<br />0.1725"
"NRDC","ALG8",2,"NRDC-ALG8<br />0.2075"
"SLC33A1","ALG8",3,"SLC33A1-ALG8<br />0.2736"
"COPG1","ARF4",3,"COPG1-ARF4<br />0.2624"
"DOLPP1","ARF4",3,"DOLPP1-ARF4<br />0.2774"
"NFE2L2","ARF4",1,"NFE2L2-ARF4<br />0.1005"
"DOLPP1","COPG1",1,"DOLPP1-COPG1<br />0.1146"
"NFE2L2","COPG1",1,"NFE2L2-COPG1<br />0.1455"
"SLC33A1","COPG1",2,"SLC33A1-COPG1<br />0.1764"
"SLC33A1","NFE2L2",3,"SLC33A1-NFE2L2<br />0.2785"
"SLC33A1","NRDC",1,"SLC33A1-NRDC<br />0.1214"
"MRPL40","MIPEP",5,"MRPL40-MIPEP<br />0.4547"
"MRPL46","MIPEP",5,"MRPL46-MIPEP<br />0.5379"
"MRPL51","MIPEP",3,"MRPL51-MIPEP<br />0.308"
"MRPL57","MIPEP",6,"MRPL57-MIPEP<br />0.5776"
"MRPS11","MIPEP",5,"MRPS11-MIPEP<br />0.5115"
"MRPS18A","MIPEP",4,"MRPS18A-MIPEP<br />0.4368"
"MRPS31","MIPEP",6,"MRPS31-MIPEP<br />0.5618"
"YARS2","MIPEP",3,"YARS2-MIPEP<br />0.3485"
"MRPL46","MRPL40",6,"MRPL46-MRPL40<br />0.6473"
"MRPL51","MRPL40",4,"MRPL51-MRPL40<br />0.3594"
"MRPL57","MRPL40",6,"MRPL57-MRPL40<br />0.6021"
"MRPS11","MRPL40",6,"MRPS11-MRPL40<br />0.617"
"MRPS18A","MRPL40",5,"MRPS18A-MRPL40<br />0.4612"
"MRPS31","MRPL40",5,"MRPS31-MRPL40<br />0.4654"
"YARS2","MRPL40",5,"YARS2-MRPL40<br />0.466"
"MRPL51","MRPL46",5,"MRPL51-MRPL46<br />0.4525"
"MRPL57","MRPL46",7,"MRPL57-MRPL46<br />0.6866"
"MRPS11","MRPL46",8,"MRPS11-MRPL46<br />0.7681"
"MRPS18A","MRPL46",6,"MRPS18A-MRPL46<br />0.568"
"MRPS31","MRPL46",6,"MRPS31-MRPL46<br />0.5531"
"YARS2","MRPL46",5,"YARS2-MRPL46<br />0.5321"
"MRPL57","MRPL51",4,"MRPL57-MRPL51<br />0.4284"
"MRPS11","MRPL51",5,"MRPS11-MRPL51<br />0.503"
"MRPS18A","MRPL51",3,"MRPS18A-MRPL51<br />0.3475"
"MRPS31","MRPL51",4,"MRPS31-MRPL51<br />0.3993"
"YARS2","MRPL51",4,"YARS2-MRPL51<br />0.4019"
"MRPS11","MRPL57",7,"MRPS11-MRPL57<br />0.7009"
"MRPS18A","MRPL57",6,"MRPS18A-MRPL57<br />0.5625"
"MRPS31","MRPL57",6,"MRPS31-MRPL57<br />0.6093"
"YARS2","MRPL57",6,"YARS2-MRPL57<br />0.6246"
"MRPS18A","MRPS11",5,"MRPS18A-MRPS11<br />0.5396"
"MRPS31","MRPS11",6,"MRPS31-MRPS11<br />0.5809"
"YARS2","MRPS11",6,"YARS2-MRPS11<br />0.6149"
"MRPS31","MRPS18A",4,"MRPS31-MRPS18A<br />0.4362"
"YARS2","MRPS18A",4,"YARS2-MRPS18A<br />0.3806"
"YARS2","MRPS31",5,"YARS2-MRPS31<br />0.4789"
"HIST1H3C","HIST1H3A",3,"HIST1H3C-HIST1H3A<br />0.3295"
"HIST1H3D","HIST1H3A",2,"HIST1H3D-HIST1H3A<br />0.2166"
"HIST1H3F","HIST1H3A",3,"HIST1H3F-HIST1H3A<br />0.3004"
"HIST1H3G","HIST1H3A",2,"HIST1H3G-HIST1H3A<br />0.2349"
"HIST1H3H","HIST1H3A",3,"HIST1H3H-HIST1H3A<br />0.2501"
"HIST1H3I","HIST1H3A",4,"HIST1H3I-HIST1H3A<br />0.3884"
"HIST1H3J","HIST1H3A",3,"HIST1H3J-HIST1H3A<br />0.299"
"NR6A1","HIST1H3A",1,"NR6A1-HIST1H3A<br />0.1242"
"HIST1H3D","HIST1H3C",2,"HIST1H3D-HIST1H3C<br />0.2472"
"HIST1H3F","HIST1H3C",4,"HIST1H3F-HIST1H3C<br />0.3575"
"HIST1H3G","HIST1H3C",4,"HIST1H3G-HIST1H3C<br />0.3659"
"HIST1H3H","HIST1H3C",3,"HIST1H3H-HIST1H3C<br />0.2942"
"HIST1H3I","HIST1H3C",6,"HIST1H3I-HIST1H3C<br />0.5697"
"HIST1H3J","HIST1H3C",2,"HIST1H3J-HIST1H3C<br />0.2269"
"NR6A1","HIST1H3C",2,"NR6A1-HIST1H3C<br />0.1637"
"HIST1H3F","HIST1H3D",3,"HIST1H3F-HIST1H3D<br />0.282"
"HIST1H3G","HIST1H3D",3,"HIST1H3G-HIST1H3D<br />0.3296"
"HIST1H3H","HIST1H3D",3,"HIST1H3H-HIST1H3D<br />0.2603"
"HIST1H3I","HIST1H3D",3,"HIST1H3I-HIST1H3D<br />0.3199"
"HIST1H3J","HIST1H3D",2,"HIST1H3J-HIST1H3D<br />0.2216"
"HIST1H3G","HIST1H3F",4,"HIST1H3G-HIST1H3F<br />0.3874"
"HIST1H3H","HIST1H3F",4,"HIST1H3H-HIST1H3F<br />0.4275"
"HIST1H3I","HIST1H3F",4,"HIST1H3I-HIST1H3F<br />0.444"
"HIST1H3J","HIST1H3F",3,"HIST1H3J-HIST1H3F<br />0.3388"
"NR6A1","HIST1H3F",1,"NR6A1-HIST1H3F<br />0.1308"
"HIST1H3H","HIST1H3G",3,"HIST1H3H-HIST1H3G<br />0.2505"
"HIST1H3I","HIST1H3G",5,"HIST1H3I-HIST1H3G<br />0.4693"
"HIST1H3J","HIST1H3G",3,"HIST1H3J-HIST1H3G<br />0.3097"
"NR6A1","HIST1H3G",1,"NR6A1-HIST1H3G<br />0.1211"
"HIST1H3I","HIST1H3H",4,"HIST1H3I-HIST1H3H<br />0.3583"
"HIST1H3J","HIST1H3H",2,"HIST1H3J-HIST1H3H<br />0.195"
"HIST1H3J","HIST1H3I",4,"HIST1H3J-HIST1H3I<br />0.3603"
"NR6A1","HIST1H3I",2,"NR6A1-HIST1H3I<br />0.2247"
"NR6A1","HIST1H3J",1,"NR6A1-HIST1H3J<br />0.1411"
"GPRIN3","ABRAXAS1",2,"GPRIN3-ABRAXAS1<br />0.2302"
"UIMC1","ABRAXAS1",2,"UIMC1-ABRAXAS1<br />0.2398"
"NKX2-5","FGFR4",2,"NKX2-5-FGFR4<br />0.157"
"NSD1","FGFR4",2,"NSD1-FGFR4<br />0.1968"
"PRR7","FGFR4",2,"PRR7-FGFR4<br />0.166"
"RGS14","FGFR4",2,"RGS14-FGFR4<br />0.2055"
"SQSTM1","FGFR4",1,"SQSTM1-FGFR4<br />0.1327"
"UIMC1","FGFR4",2,"UIMC1-FGFR4<br />0.1705"
"NSD1","NKX2-5",1,"NSD1-NKX2-5<br />0.1006"
"PRR7","NKX2-5",2,"PRR7-NKX2-5<br />0.2433"
"RGS14","NKX2-5",2,"RGS14-NKX2-5<br />0.2036"
"SQSTM1","NKX2-5",3,"SQSTM1-NKX2-5<br />0.274"
"UIMC1","NKX2-5",2,"UIMC1-NKX2-5<br />0.1867"
"PRR7","NSD1",2,"PRR7-NSD1<br />0.2197"
"UIMC1","NSD1",2,"UIMC1-NSD1<br />0.195"
"RGS14","PRR7",1,"RGS14-PRR7<br />0.1417"
"SQSTM1","PRR7",1,"SQSTM1-PRR7<br />0.1296"
"UIMC1","PRR7",2,"UIMC1-PRR7<br />0.1585"
"SQSTM1","RGS14",1,"SQSTM1-RGS14<br />0.1454"
"UIMC1","SQSTM1",3,"UIMC1-SQSTM1<br />0.2696"
"CTBP2","B3GNT4",1,"CTBP2-B3GNT4<br />0.1456"
"LGALS3BP","B3GNT4",1,"LGALS3BP-B3GNT4<br />0.1177"
"MFSD11","B3GNT4",2,"MFSD11-B3GNT4<br />0.1901"
"RBFOX3","B3GNT4",3,"RBFOX3-B3GNT4<br />0.2703"
"RHBDF2","B3GNT4",1,"RHBDF2-B3GNT4<br />0.1008"
"ENPP7","CTBP2",1,"ENPP7-CTBP2<br />0.1038"
"RBFOX3","CTBP2",2,"RBFOX3-CTBP2<br />0.2113"
"RHBDF2","CTBP2",1,"RHBDF2-CTBP2<br />0.13"
"SLC25A10","CTBP2",1,"SLC25A10-CTBP2<br />0.1229"
"TBC1D16","CTBP2",2,"TBC1D16-CTBP2<br />0.2042"
"LGALS3BP","ENPP7",3,"LGALS3BP-ENPP7<br />0.285"
"MFSD11","ENPP7",1,"MFSD11-ENPP7<br />0.1211"
"RBFOX3","ENPP7",2,"RBFOX3-ENPP7<br />0.2049"
"RHBDF2","ENPP7",3,"RHBDF2-ENPP7<br />0.2636"
"SLC25A10","ENPP7",2,"SLC25A10-ENPP7<br />0.2022"
"TBC1D16","ENPP7",1,"TBC1D16-ENPP7<br />0.122"
"MFSD11","LGALS3BP",3,"MFSD11-LGALS3BP<br />0.3049"
"RBFOX3","LGALS3BP",2,"RBFOX3-LGALS3BP<br />0.242"
"RHBDF2","LGALS3BP",3,"RHBDF2-LGALS3BP<br />0.2952"
"SLC25A10","LGALS3BP",3,"SLC25A10-LGALS3BP<br />0.3019"
"TBC1D16","LGALS3BP",3,"TBC1D16-LGALS3BP<br />0.2572"
"RBFOX3","MFSD11",1,"RBFOX3-MFSD11<br />0.1363"
"RHBDF2","MFSD11",2,"RHBDF2-MFSD11<br />0.2498"
"SLC25A10","MFSD11",3,"SLC25A10-MFSD11<br />0.2501"
"TBC1D16","MFSD11",2,"TBC1D16-MFSD11<br />0.2117"
"RHBDF2","RBFOX3",3,"RHBDF2-RBFOX3<br />0.291"
"SLC25A10","RBFOX3",1,"SLC25A10-RBFOX3<br />0.1489"
"TBC1D16","RBFOX3",2,"TBC1D16-RBFOX3<br />0.17"
"SLC25A10","RHBDF2",1,"SLC25A10-RHBDF2<br />0.1496"
"TBC1D16","RHBDF2",2,"TBC1D16-RHBDF2<br />0.1544"
"TBC1D16","SLC25A10",2,"TBC1D16-SLC25A10<br />0.2497"
"MVD","COASY",3,"MVD-COASY<br />0.3039"
"PGD","COASY",3,"PGD-COASY<br />0.2796"
"PGP","COASY",2,"PGP-COASY<br />0.1628"
"PMVK","COASY",4,"PMVK-COASY<br />0.424"
"RPE","COASY",3,"RPE-COASY<br />0.3353"
"RPIA","COASY",5,"RPIA-COASY<br />0.4585"
"TKT","COASY",4,"TKT-COASY<br />0.3525"
"PGD","MVD",4,"PGD-MVD<br />0.4054"
"PGP","MVD",2,"PGP-MVD<br />0.174"
"PMVK","MVD",4,"PMVK-MVD<br />0.4026"
"RPE","MVD",2,"RPE-MVD<br />0.235"
"RPIA","MVD",3,"RPIA-MVD<br />0.2682"
"TKT","MVD",3,"TKT-MVD<br />0.2883"
"PGP","PGD",4,"PGP-PGD<br />0.3928"
"PMVK","PGD",3,"PMVK-PGD<br />0.2577"
"RPE","PGD",5,"RPE-PGD<br />0.5239"
"RPIA","PGD",5,"RPIA-PGD<br />0.4601"
"TKT","PGD",6,"TKT-PGD<br />0.5617"
"RPE","PGP",3,"RPE-PGP<br />0.2777"
"RPIA","PGP",3,"RPIA-PGP<br />0.2729"
"TKT","PGP",3,"TKT-PGP<br />0.3055"
"RPE","PMVK",3,"RPE-PMVK<br />0.2978"
"RPIA","PMVK",4,"RPIA-PMVK<br />0.3771"
"TKT","PMVK",3,"TKT-PMVK<br />0.307"
"RPIA","RPE",5,"RPIA-RPE<br />0.4782"
"TKT","RPE",7,"TKT-RPE<br />0.7194"
"TKT","RPIA",6,"TKT-RPIA<br />0.5902"
"DHX9","CKAP5",1,"DHX9-CKAP5<br />0.1465"
"DLGAP5","CKAP5",2,"DLGAP5-CKAP5<br />0.2067"
"GAK","CKAP5",3,"GAK-CKAP5<br />0.2811"
"GTSE1","CKAP5",3,"GTSE1-CKAP5<br />0.284"
"KIF15","CKAP5",2,"KIF15-CKAP5<br />0.1839"
"OTOP1","CKAP5",3,"OTOP1-CKAP5<br />0.2913"
"TACC3","CKAP5",4,"TACC3-CKAP5<br />0.4217"
"DLGAP5","DHX9",1,"DLGAP5-DHX9<br />0.1343"
"GAK","DHX9",2,"GAK-DHX9<br />0.2188"
"GTSE1","DHX9",2,"GTSE1-DHX9<br />0.1923"
"KIF15","DHX9",1,"KIF15-DHX9<br />0.144"
"TACC3","DHX9",3,"TACC3-DHX9<br />0.3014"
"GAK","DLGAP5",1,"GAK-DLGAP5<br />0.1395"
"GTSE1","DLGAP5",3,"GTSE1-DLGAP5<br />0.3134"
"KIF15","DLGAP5",2,"KIF15-DLGAP5<br />0.1766"
"OTOP1","DLGAP5",2,"OTOP1-DLGAP5<br />0.1545"
"TACC3","DLGAP5",3,"TACC3-DLGAP5<br />0.3072"
"GTSE1","GAK",4,"GTSE1-GAK<br />0.3871"
"KIF15","GAK",1,"KIF15-GAK<br />0.1367"
"OTOP1","GAK",1,"OTOP1-GAK<br />0.1122"
"TACC3","GAK",5,"TACC3-GAK<br />0.5089"
"KIF15","GTSE1",3,"KIF15-GTSE1<br />0.2894"
"TACC3","GTSE1",5,"TACC3-GTSE1<br />0.4864"
"TACC3","KIF15",4,"TACC3-KIF15<br />0.3556"
"TACC3","OTOP1",1,"TACC3-OTOP1<br />0.1395"
"CACNB1","C17orf75",3,"CACNB1-C17orf75<br />0.2859"
"CCL5","C17orf75",2,"CCL5-C17orf75<br />0.1949"
"GAS2L2","C17orf75",4,"GAS2L2-C17orf75<br />0.3877"
"NPEPPS","C17orf75",2,"NPEPPS-C17orf75<br />0.1824"
"RAB11FIP4","C17orf75",4,"RAB11FIP4-C17orf75<br />0.3545"
"RDM1","C17orf75",4,"RDM1-C17orf75<br />0.384"
"STARD3","C17orf75",2,"STARD3-C17orf75<br />0.1519"
"CCL5","CACNB1",2,"CCL5-CACNB1<br />0.1946"
"GAS2L2","CACNB1",2,"GAS2L2-CACNB1<br />0.2203"
"NPEPPS","CACNB1",2,"NPEPPS-CACNB1<br />0.1877"
"RAB11FIP4","CACNB1",3,"RAB11FIP4-CACNB1<br />0.2986"
"RDM1","CACNB1",3,"RDM1-CACNB1<br />0.2577"
"STARD3","CACNB1",2,"STARD3-CACNB1<br />0.2374"
"GAS2L2","CCL5",3,"GAS2L2-CCL5<br />0.2596"
"NPEPPS","CCL5",1,"NPEPPS-CCL5<br />0.1111"
"RAB11FIP4","CCL5",2,"RAB11FIP4-CCL5<br />0.2152"
"RDM1","CCL5",2,"RDM1-CCL5<br />0.2161"
"STARD3","CCL5",1,"STARD3-CCL5<br />0.1154"
"NPEPPS","GAS2L2",2,"NPEPPS-GAS2L2<br />0.1746"
"RAB11FIP4","GAS2L2",3,"RAB11FIP4-GAS2L2<br />0.3221"
"RDM1","GAS2L2",4,"RDM1-GAS2L2<br />0.4085"
"STARD3","GAS2L2",3,"STARD3-GAS2L2<br />0.2697"
"RAB11FIP4","NPEPPS",2,"RAB11FIP4-NPEPPS<br />0.1678"
"RDM1","NPEPPS",2,"RDM1-NPEPPS<br />0.2418"
"STARD3","NPEPPS",1,"STARD3-NPEPPS<br />0.1253"
"RDM1","RAB11FIP4",3,"RDM1-RAB11FIP4<br />0.2872"
"STARD3","RAB11FIP4",2,"STARD3-RAB11FIP4<br />0.1568"
"STARD3","RDM1",2,"STARD3-RDM1<br />0.1558"
"DERL2","AUP1",3,"DERL2-AUP1<br />0.3037"
"FAF2","AUP1",2,"FAF2-AUP1<br />0.2283"
"MANF","AUP1",1,"MANF-AUP1<br />0.144"
"SYVN1","AUP1",3,"SYVN1-AUP1<br />0.3466"
"UBE2G2","AUP1",4,"UBE2G2-AUP1<br />0.385"
"UBE2J1","AUP1",3,"UBE2J1-AUP1<br />0.2659"
"DERL2","DERL1",2,"DERL2-DERL1<br />0.1517"
"FAF2","DERL1",2,"FAF2-DERL1<br />0.2047"
"MANF","DERL1",1,"MANF-DERL1<br />0.1171"
"SYVN1","DERL1",1,"SYVN1-DERL1<br />0.1465"
"UBE2G2","DERL1",3,"UBE2G2-DERL1<br />0.3183"
"UBE2J1","DERL1",2,"UBE2J1-DERL1<br />0.1597"
"FAF2","DERL2",3,"FAF2-DERL2<br />0.2886"
"MANF","DERL2",2,"MANF-DERL2<br />0.2474"
"SYVN1","DERL2",5,"SYVN1-DERL2<br />0.5084"
"UBE2G2","DERL2",4,"UBE2G2-DERL2<br />0.4478"
"UBE2J1","DERL2",4,"UBE2J1-DERL2<br />0.4091"
"MANF","FAF2",2,"MANF-FAF2<br />0.1816"
"SYVN1","FAF2",3,"SYVN1-FAF2<br />0.3329"
"UBE2G2","FAF2",5,"UBE2G2-FAF2<br />0.4787"
"UBE2J1","FAF2",3,"UBE2J1-FAF2<br />0.3088"
"SYVN1","MANF",2,"SYVN1-MANF<br />0.2393"
"UBE2G2","MANF",3,"UBE2G2-MANF<br />0.2555"
"UBE2J1","MANF",2,"UBE2J1-MANF<br />0.2065"
"UBE2G2","SYVN1",5,"UBE2G2-SYVN1<br />0.4792"
"UBE2J1","SYVN1",4,"UBE2J1-SYVN1<br />0.4453"
"UBE2J1","UBE2G2",4,"UBE2J1-UBE2G2<br />0.4425"
"GCLC","ATP1B3",2,"GCLC-ATP1B3<br />0.239"
"NAMPT","ATP1B3",2,"NAMPT-ATP1B3<br />0.2119"
"NMNAT1","ATP1B3",3,"NMNAT1-ATP1B3<br />0.2613"
"PPCDC","ATP1B3",3,"PPCDC-ATP1B3<br />0.3334"
"PPCS","ATP1B3",2,"PPCS-ATP1B3<br />0.1742"
"RFK","ATP1B3",2,"RFK-ATP1B3<br />0.2382"
"TPK1","ATP1B3",2,"TPK1-ATP1B3<br />0.2105"
"NAMPT","GCLC",5,"NAMPT-GCLC<br />0.4658"
"NMNAT1","GCLC",4,"NMNAT1-GCLC<br />0.365"
"PPCDC","GCLC",4,"PPCDC-GCLC<br />0.4491"
"PPCS","GCLC",3,"PPCS-GCLC<br />0.3313"
"RFK","GCLC",3,"RFK-GCLC<br />0.3121"
"TPK1","GCLC",2,"TPK1-GCLC<br />0.2206"
"NMNAT1","NAMPT",4,"NMNAT1-NAMPT<br />0.4369"
"PPCDC","NAMPT",6,"PPCDC-NAMPT<br />0.5936"
"PPCS","NAMPT",4,"PPCS-NAMPT<br />0.3784"
"RFK","NAMPT",5,"RFK-NAMPT<br />0.5185"
"TPK1","NAMPT",4,"TPK1-NAMPT<br />0.3889"
"PPCDC","NMNAT1",4,"PPCDC-NMNAT1<br />0.4469"
"PPCS","NMNAT1",3,"PPCS-NMNAT1<br />0.282"
"RFK","NMNAT1",3,"RFK-NMNAT1<br />0.347"
"TPK1","NMNAT1",2,"TPK1-NMNAT1<br />0.2472"
"PPCS","PPCDC",5,"PPCS-PPCDC<br />0.4779"
"RFK","PPCDC",5,"RFK-PPCDC<br />0.5241"
"TPK1","PPCDC",4,"TPK1-PPCDC<br />0.366"
"RFK","PPCS",4,"RFK-PPCS<br />0.3595"
"TPK1","PPCS",3,"TPK1-PPCS<br />0.3132"
"TPK1","RFK",2,"TPK1-RFK<br />0.2105"
"CPSF1","BOP1",2,"CPSF1-BOP1<br />0.2467"
"EXOSC4","BOP1",3,"EXOSC4-BOP1<br />0.2961"
"NIFK","BOP1",3,"NIFK-BOP1<br />0.2509"
"RPL8","BOP1",2,"RPL8-BOP1<br />0.1781"
"NIFK","CEBPZ",2,"NIFK-CEBPZ<br />0.2354"
"CPSF1","COPS9",1,"CPSF1-COPS9<br />0.1029"
"PER2","COPS9",2,"PER2-COPS9<br />0.2491"
"RPL8","COPS9",1,"RPL8-COPS9<br />0.1181"
"EXOSC4","CPSF1",3,"EXOSC4-CPSF1<br />0.3242"
"PER2","CPSF1",2,"PER2-CPSF1<br />0.1559"
"RPL8","CPSF1",3,"RPL8-CPSF1<br />0.3241"
"RPL8","EXOSC4",2,"RPL8-EXOSC4<br />0.244"
"RPL8","NIFK",1,"RPL8-NIFK<br />0.1017"
"RPL8","PER2",3,"RPL8-PER2<br />0.2884"
"EIF2S3","BCL9L",3,"EIF2S3-BCL9L<br />0.2617"
"HCFC1","BCL9L",2,"HCFC1-BCL9L<br />0.1539"
"TIMM8A","BCL9L",1,"TIMM8A-BCL9L<br />0.1081"
"TSR2","BCL9L",1,"TSR2-BCL9L<br />0.1187"
"UBA1","BCL9L",1,"UBA1-BCL9L<br />0.1181"
"HCFC1","EIF2S3",4,"HCFC1-EIF2S3<br />0.3998"
"NAA10","EIF2S3",3,"NAA10-EIF2S3<br />0.2919"
"SMC1A","EIF2S3",4,"SMC1A-EIF2S3<br />0.4152"
"TIMM8A","EIF2S3",4,"TIMM8A-EIF2S3<br />0.3814"
"TSR2","EIF2S3",4,"TSR2-EIF2S3<br />0.3793"
"UBA1","EIF2S3",5,"UBA1-EIF2S3<br />0.5182"
"NAA10","HCFC1",4,"NAA10-HCFC1<br />0.4101"
"SMC1A","HCFC1",5,"SMC1A-HCFC1<br />0.4536"
"TIMM8A","HCFC1",5,"TIMM8A-HCFC1<br />0.4782"
"TSR2","HCFC1",3,"TSR2-HCFC1<br />0.2954"
"UBA1","HCFC1",5,"UBA1-HCFC1<br />0.5212"
"SMC1A","NAA10",5,"SMC1A-NAA10<br />0.4637"
"TIMM8A","NAA10",4,"TIMM8A-NAA10<br />0.3719"
"TSR2","NAA10",3,"TSR2-NAA10<br />0.2981"
"UBA1","NAA10",4,"UBA1-NAA10<br />0.4123"
"TIMM8A","SMC1A",4,"TIMM8A-SMC1A<br />0.3559"
"TSR2","SMC1A",4,"TSR2-SMC1A<br />0.3697"
"UBA1","SMC1A",5,"UBA1-SMC1A<br />0.5225"
"TSR2","TIMM8A",2,"TSR2-TIMM8A<br />0.2097"
"UBA1","TIMM8A",5,"UBA1-TIMM8A<br />0.4779"
"UBA1","TSR2",3,"UBA1-TSR2<br />0.3342"
"COX17","COX10",3,"COX17-COX10<br />0.3182"
"COX7C","COX10",6,"COX7C-COX10<br />0.5683"
"CYCS","COX10",5,"CYCS-COX10<br />0.4967"
"SCO1","COX10",5,"SCO1-COX10<br />0.5188"
"SCO2","COX10",5,"SCO2-COX10<br />0.485"
"UQCR10","COX10",5,"UQCR10-COX10<br />0.5211"
"UQCRFS1","COX10",6,"UQCRFS1-COX10<br />0.6075"
"COX7C","COX17",5,"COX7C-COX17<br />0.5077"
"CYCS","COX17",4,"CYCS-COX17<br />0.4103"
"SCO1","COX17",3,"SCO1-COX17<br />0.2715"
"SCO2","COX17",3,"SCO2-COX17<br />0.3343"
"UQCR10","COX17",4,"UQCR10-COX17<br />0.3964"
"UQCRFS1","COX17",4,"UQCRFS1-COX17<br />0.3575"
"CYCS","COX7C",6,"CYCS-COX7C<br />0.5567"
"SCO1","COX7C",4,"SCO1-COX7C<br />0.3933"
"SCO2","COX7C",4,"SCO2-COX7C<br />0.4397"
"UQCR10","COX7C",6,"UQCR10-COX7C<br />0.5792"
"UQCRFS1","COX7C",6,"UQCRFS1-COX7C<br />0.6284"
"SCO1","CYCS",4,"SCO1-CYCS<br />0.4098"
"SCO2","CYCS",4,"SCO2-CYCS<br />0.3766"
