"from","to","width","title"
"UQCR10","CYCS",5,"UQCR10-CYCS<br />0.5203"
"UQCRFS1","CYCS",5,"UQCRFS1-CYCS<br />0.523"
"SCO2","SCO1",4,"SCO2-SCO1<br />0.4109"
"UQCR10","SCO1",4,"UQCR10-SCO1<br />0.4022"
"UQCRFS1","SCO1",4,"UQCRFS1-SCO1<br />0.3782"
"UQCR10","SCO2",6,"UQCR10-SCO2<br />0.5603"
"UQCRFS1","SCO2",5,"UQCRFS1-SCO2<br />0.5038"
"UQCRFS1","UQCR10",7,"UQCRFS1-UQCR10<br />0.6521"
"CEP295","CCDC77",2,"CEP295-CCDC77<br />0.2122"
"PCM1","CCDC77",3,"PCM1-CCDC77<br />0.2621"
"SPICE1","CCDC77",2,"SPICE1-CCDC77<br />0.1511"
"TBC1D31","CCDC77",2,"TBC1D31-CCDC77<br />0.2129"
"TRIM37","CCDC77",2,"TRIM37-CCDC77<br />0.1552"
"WRAP73","CCDC77",4,"WRAP73-CCDC77<br />0.3983"
"CEP295","CEP135",4,"CEP295-CEP135<br />0.4142"
"PCM1","CEP135",2,"PCM1-CEP135<br />0.1663"
"SPICE1","CEP135",3,"SPICE1-CEP135<br />0.3056"
"TBC1D31","CEP135",2,"TBC1D31-CEP135<br />0.1751"
"TRIM37","CEP135",1,"TRIM37-CEP135<br />0.1065"
"WRAP73","CEP135",3,"WRAP73-CEP135<br />0.338"
"PCM1","CEP295",1,"PCM1-CEP295<br />0.1155"
"SPICE1","CEP295",2,"SPICE1-CEP295<br />0.2106"
"WRAP73","CEP295",3,"WRAP73-CEP295<br />0.2846"
"SPICE1","PCM1",2,"SPICE1-PCM1<br />0.2116"
"TBC1D31","PCM1",1,"TBC1D31-PCM1<br />0.1282"
"TRIM37","PCM1",2,"TRIM37-PCM1<br />0.2434"
"WRAP73","PCM1",3,"WRAP73-PCM1<br />0.2925"
"TBC1D31","SPICE1",2,"TBC1D31-SPICE1<br />0.2085"
"TRIM37","SPICE1",1,"TRIM37-SPICE1<br />0.123"
"WRAP73","SPICE1",3,"WRAP73-SPICE1<br />0.2898"
"WRAP73","TBC1D31",2,"WRAP73-TBC1D31<br />0.2204"
"WRAP73","TRIM37",2,"WRAP73-TRIM37<br />0.1906"
"FARS2","COX15",4,"FARS2-COX15<br />0.4075"
"MRPL21","COX15",4,"MRPL21-COX15<br />0.4326"
"MRPL4","COX15",4,"MRPL4-COX15<br />0.3786"
"MRPL43","COX15",5,"MRPL43-COX15<br />0.5085"
"MRPS16","COX15",4,"MRPS16-COX15<br />0.4371"
"TFB2M","COX15",3,"TFB2M-COX15<br />0.3178"
"VARS2","COX15",4,"VARS2-COX15<br />0.3883"
"MRPL21","FARS2",7,"MRPL21-FARS2<br />0.6843"
"MRPL4","FARS2",5,"MRPL4-FARS2<br />0.5273"
"MRPL43","FARS2",7,"MRPL43-FARS2<br />0.7016"
"MRPS16","FARS2",6,"MRPS16-FARS2<br />0.5659"
"TFB2M","FARS2",6,"TFB2M-FARS2<br />0.5699"
"VARS2","FARS2",6,"VARS2-FARS2<br />0.6489"
"MRPL4","MRPL21",6,"MRPL4-MRPL21<br />0.6109"
"MRPL43","MRPL21",7,"MRPL43-MRPL21<br />0.7334"
"MRPS16","MRPL21",7,"MRPS16-MRPL21<br />0.6723"
"TFB2M","MRPL21",6,"TFB2M-MRPL21<br />0.6065"
"VARS2","MRPL21",6,"VARS2-MRPL21<br />0.63"
"MRPL43","MRPL4",6,"MRPL43-MRPL4<br />0.5662"
"MRPS16","MRPL4",5,"MRPS16-MRPL4<br />0.4897"
"TFB2M","MRPL4",4,"TFB2M-MRPL4<br />0.4379"
"VARS2","MRPL4",5,"VARS2-MRPL4<br />0.4692"
"MRPS16","MRPL43",7,"MRPS16-MRPL43<br />0.6678"
"TFB2M","MRPL43",5,"TFB2M-MRPL43<br />0.5437"
"VARS2","MRPL43",6,"VARS2-MRPL43<br />0.6125"
"TFB2M","MRPS16",5,"TFB2M-MRPS16<br />0.5317"
"VARS2","MRPS16",6,"VARS2-MRPS16<br />0.5624"
"VARS2","TFB2M",6,"VARS2-TFB2M<br />0.6084"
"OPN4","BMPR1A",2,"OPN4-BMPR1A<br />0.224"
"SYNPO2L","BMPR1A",1,"SYNPO2L-BMPR1A<br />0.101"
"EIF4EBP2","DNAJB12",1,"EIF4EBP2-DNAJB12<br />0.1433"
"OPN4","DNAJB12",2,"OPN4-DNAJB12<br />0.2499"
"PBLD","DNAJB12",1,"PBLD-DNAJB12<br />0.1499"
"SYNPO2L","DNAJB12",3,"SYNPO2L-DNAJB12<br />0.281"
"TRIM8","DNAJB12",2,"TRIM8-DNAJB12<br />0.1981"
"ZSWIM8","DNAJB12",2,"ZSWIM8-DNAJB12<br />0.2306"
"OPN4","EIF4EBP2",2,"OPN4-EIF4EBP2<br />0.1645"
"PBLD","EIF4EBP2",2,"PBLD-EIF4EBP2<br />0.2496"
"SYNPO2L","EIF4EBP2",3,"SYNPO2L-EIF4EBP2<br />0.2627"
"ZSWIM8","EIF4EBP2",1,"ZSWIM8-EIF4EBP2<br />0.1309"
"PBLD","OPN4",2,"PBLD-OPN4<br />0.2319"
"SYNPO2L","OPN4",3,"SYNPO2L-OPN4<br />0.2962"
"ZSWIM8","OPN4",1,"ZSWIM8-OPN4<br />0.1091"
"SYNPO2L","PBLD",3,"SYNPO2L-PBLD<br />0.3171"
"ZSWIM8","PBLD",2,"ZSWIM8-PBLD<br />0.1582"
"ZSWIM8","SYNPO2L",2,"ZSWIM8-SYNPO2L<br />0.2241"
"CDC27","CDC16",2,"CDC27-CDC16<br />0.2303"
"GARS","CDC16",2,"GARS-CDC16<br />0.1953"
"LSM2","CDC16",2,"LSM2-CDC16<br />0.2294"
"PRPF31","CDC16",2,"PRPF31-CDC16<br />0.1756"
"SARS","CDC16",3,"SARS-CDC16<br />0.3181"
"SNRNP200","CDC16",3,"SNRNP200-CDC16<br />0.3369"
"GARS","CDC27",1,"GARS-CDC27<br />0.1178"
"LSM2","CDC27",2,"LSM2-CDC27<br />0.198"
"LSM7","CDC27",1,"LSM7-CDC27<br />0.1366"
"PRPF31","CDC27",2,"PRPF31-CDC27<br />0.1962"
"SARS","CDC27",3,"SARS-CDC27<br />0.3131"
"SNRNP200","CDC27",3,"SNRNP200-CDC27<br />0.322"
"LSM2","GARS",1,"LSM2-GARS<br />0.1478"
"LSM7","GARS",1,"LSM7-GARS<br />0.1304"
"PRPF31","GARS",1,"PRPF31-GARS<br />0.1138"
"SARS","GARS",3,"SARS-GARS<br />0.3338"
"SNRNP200","GARS",2,"SNRNP200-GARS<br />0.2082"
"LSM7","LSM2",4,"LSM7-LSM2<br />0.3561"
"PRPF31","LSM2",3,"PRPF31-LSM2<br />0.2871"
"SARS","LSM2",4,"SARS-LSM2<br />0.3737"
"SNRNP200","LSM2",4,"SNRNP200-LSM2<br />0.3779"
"PRPF31","LSM7",2,"PRPF31-LSM7<br />0.177"
"SARS","LSM7",2,"SARS-LSM7<br />0.2339"
"SNRNP200","LSM7",2,"SNRNP200-LSM7<br />0.1661"
"SARS","PRPF31",4,"SARS-PRPF31<br />0.3576"
"SNRNP200","PRPF31",4,"SNRNP200-PRPF31<br />0.42"
"SNRNP200","SARS",5,"SNRNP200-SARS<br />0.5249"
"FAM50A","ABCB7",1,"FAM50A-ABCB7<br />0.1179"
"GPKOW","ABCB7",3,"GPKOW-ABCB7<br />0.2704"
"IGBP1","ABCB7",4,"IGBP1-ABCB7<br />0.3763"
"NKAP","ABCB7",3,"NKAP-ABCB7<br />0.3112"
"RNF113A","ABCB7",4,"RNF113A-ABCB7<br />0.4472"
"SLC25A5","ABCB7",2,"SLC25A5-ABCB7<br />0.2209"
"TAF1","ABCB7",3,"TAF1-ABCB7<br />0.3017"
"GPKOW","FAM50A",2,"GPKOW-FAM50A<br />0.2297"
"IGBP1","FAM50A",2,"IGBP1-FAM50A<br />0.2436"
"NKAP","FAM50A",3,"NKAP-FAM50A<br />0.2606"
"RNF113A","FAM50A",1,"RNF113A-FAM50A<br />0.1436"
"IGBP1","GPKOW",4,"IGBP1-GPKOW<br />0.4122"
"NKAP","GPKOW",4,"NKAP-GPKOW<br />0.4418"
"RNF113A","GPKOW",4,"RNF113A-GPKOW<br />0.3962"
"SLC25A5","GPKOW",2,"SLC25A5-GPKOW<br />0.1571"
"TAF1","GPKOW",3,"TAF1-GPKOW<br />0.3153"
"NKAP","IGBP1",6,"NKAP-IGBP1<br />0.6159"
"RNF113A","IGBP1",6,"RNF113A-IGBP1<br />0.6179"
"SLC25A5","IGBP1",3,"SLC25A5-IGBP1<br />0.2673"
"TAF1","IGBP1",5,"TAF1-IGBP1<br />0.4776"
"RNF113A","NKAP",6,"RNF113A-NKAP<br />0.6242"
"SLC25A5","NKAP",2,"SLC25A5-NKAP<br />0.1854"
"TAF1","NKAP",4,"TAF1-NKAP<br />0.3671"
"SLC25A5","RNF113A",3,"SLC25A5-RNF113A<br />0.2915"
"TAF1","RNF113A",3,"TAF1-RNF113A<br />0.3399"
"TAF1","SLC25A5",1,"TAF1-SLC25A5<br />0.1415"
"ERH","CCT2",2,"ERH-CCT2<br />0.1981"
"GINS4","CCT2",2,"GINS4-CCT2<br />0.181"
"HARS","CCT2",2,"HARS-CCT2<br />0.18"
"PRELID3B","CCT2",1,"PRELID3B-CCT2<br />0.1131"
"PSMA4","CCT2",3,"PSMA4-CCT2<br />0.3431"
"RPLP1","CCT2",2,"RPLP1-CCT2<br />0.2041"
"WDR86","CCT2",1,"WDR86-CCT2<br />0.1015"
"GINS4","ERH",2,"GINS4-ERH<br />0.2294"
"HARS","ERH",2,"HARS-ERH<br />0.2335"
"PRELID3B","ERH",1,"PRELID3B-ERH<br />0.1498"
"PSMA4","ERH",4,"PSMA4-ERH<br />0.3623"
"RPLP1","ERH",1,"RPLP1-ERH<br />0.149"
"WDR86","ERH",1,"WDR86-ERH<br />0.1109"
"HARS","GINS4",3,"HARS-GINS4<br />0.3058"
"PRELID3B","GINS4",1,"PRELID3B-GINS4<br />0.1092"
"PSMA4","GINS4",4,"PSMA4-GINS4<br />0.4186"
"RPLP1","GINS4",1,"RPLP1-GINS4<br />0.1365"
"WDR86","GINS4",1,"WDR86-GINS4<br />0.12"
"PRELID3B","HARS",3,"PRELID3B-HARS<br />0.2542"
"PSMA4","HARS",4,"PSMA4-HARS<br />0.4148"
"RPLP1","HARS",2,"RPLP1-HARS<br />0.15"
"WDR86","HARS",2,"WDR86-HARS<br />0.24"
"PSMA4","PRELID3B",3,"PSMA4-PRELID3B<br />0.2674"
"RPLP1","PRELID3B",1,"RPLP1-PRELID3B<br />0.1345"
"RPLP1","PSMA4",3,"RPLP1-PSMA4<br />0.3238"
"WDR86","PSMA4",2,"WDR86-PSMA4<br />0.2249"
"AP1S1","AGFG2",3,"AP1S1-AGFG2<br />0.2546"
"CASTOR3","AGFG2",3,"CASTOR3-AGFG2<br />0.2883"
"DLX5","AGFG2",2,"DLX5-AGFG2<br />0.1567"
"LRCH4","AGFG2",2,"LRCH4-AGFG2<br />0.2271"
"LRWD1","AGFG2",2,"LRWD1-AGFG2<br />0.1567"
"PILRA","AGFG2",3,"PILRA-AGFG2<br />0.2618"
"ZNF789","AGFG2",3,"ZNF789-AGFG2<br />0.2672"
"CASTOR3","AP1S1",2,"CASTOR3-AP1S1<br />0.1844"
"DLX5","AP1S1",1,"DLX5-AP1S1<br />0.1452"
"LRCH4","AP1S1",2,"LRCH4-AP1S1<br />0.2216"
"LRWD1","AP1S1",1,"LRWD1-AP1S1<br />0.1082"
"PILRA","AP1S1",3,"PILRA-AP1S1<br />0.2621"
"ZNF789","AP1S1",2,"ZNF789-AP1S1<br />0.1973"
"LRCH4","CASTOR3",2,"LRCH4-CASTOR3<br />0.231"
"LRWD1","CASTOR3",2,"LRWD1-CASTOR3<br />0.2433"
"PILRA","CASTOR3",2,"PILRA-CASTOR3<br />0.2463"
"ZNF789","CASTOR3",4,"ZNF789-CASTOR3<br />0.351"
"LRCH4","DLX5",1,"LRCH4-DLX5<br />0.1096"
"PILRA","DLX5",2,"PILRA-DLX5<br />0.2367"
"ZNF789","DLX5",1,"ZNF789-DLX5<br />0.1246"
"LRWD1","LRCH4",2,"LRWD1-LRCH4<br />0.2474"
"PILRA","LRCH4",3,"PILRA-LRCH4<br />0.2906"
"ZNF789","LRCH4",2,"ZNF789-LRCH4<br />0.226"
"PILRA","LRWD1",2,"PILRA-LRWD1<br />0.2013"
"ZNF789","LRWD1",3,"ZNF789-LRWD1<br />0.2516"
"ZNF789","PILRA",2,"ZNF789-PILRA<br />0.2231"
"RAD51","MCM8",2,"RAD51-MCM8<br />0.1683"
"RAD51B","MCM8",2,"RAD51B-MCM8<br />0.1847"
"RAD51C","MCM8",2,"RAD51C-MCM8<br />0.2094"
"RAD51D","MCM8",2,"RAD51D-MCM8<br />0.2275"
"SFR1","MCM8",3,"SFR1-MCM8<br />0.2833"
"XRCC2","MCM8",2,"XRCC2-MCM8<br />0.1909"
"XRCC3","MCM8",2,"XRCC3-MCM8<br />0.2125"
"RAD51B","RAD51",2,"RAD51B-RAD51<br />0.213"
"RAD51C","RAD51",4,"RAD51C-RAD51<br />0.4103"
"RAD51D","RAD51",3,"RAD51D-RAD51<br />0.33"
"SFR1","RAD51",3,"SFR1-RAD51<br />0.3193"
"XRCC2","RAD51",4,"XRCC2-RAD51<br />0.3649"
"XRCC3","RAD51",4,"XRCC3-RAD51<br />0.3599"
"RAD51C","RAD51B",2,"RAD51C-RAD51B<br />0.212"
"RAD51D","RAD51B",5,"RAD51D-RAD51B<br />0.4604"
"SFR1","RAD51B",3,"SFR1-RAD51B<br />0.3078"
"XRCC2","RAD51B",4,"XRCC2-RAD51B<br />0.4213"
"XRCC3","RAD51B",4,"XRCC3-RAD51B<br />0.3611"
"RAD51D","RAD51C",5,"RAD51D-RAD51C<br />0.4916"
"SFR1","RAD51C",2,"SFR1-RAD51C<br />0.2167"
"XRCC2","RAD51C",5,"XRCC2-RAD51C<br />0.4897"
"XRCC3","RAD51C",6,"XRCC3-RAD51C<br />0.6042"
"SFR1","RAD51D",3,"SFR1-RAD51D<br />0.283"
"XRCC2","RAD51D",7,"XRCC2-RAD51D<br />0.6786"
"XRCC3","RAD51D",6,"XRCC3-RAD51D<br />0.6126"
"XRCC2","SFR1",3,"XRCC2-SFR1<br />0.2932"
"XRCC3","SFR1",3,"XRCC3-SFR1<br />0.2841"
"XRCC3","XRCC2",6,"XRCC3-XRCC2<br />0.6486"
"CCR5","CCR2",4,"CCR5-CCR2<br />0.4173"
"PFKFB4","CCR2",3,"PFKFB4-CCR2<br />0.3296"
"PLCD1","CCR2",2,"PLCD1-CCR2<br />0.2363"
"PRKAR2A","CCR2",2,"PRKAR2A-CCR2<br />0.222"
"RNF123","CCR2",2,"RNF123-CCR2<br />0.1579"
"WDR6","CCR2",1,"WDR6-CCR2<br />0.118"
"ZMYND10","CCR2",2,"ZMYND10-CCR2<br />0.2058"
"PFKFB4","CCR5",3,"PFKFB4-CCR5<br />0.3124"
"PLCD1","CCR5",1,"PLCD1-CCR5<br />0.1305"
"PRKAR2A","CCR5",3,"PRKAR2A-CCR5<br />0.2771"
"RNF123","CCR5",2,"RNF123-CCR5<br />0.1997"
"WDR6","CCR5",2,"WDR6-CCR5<br />0.1584"
"ZMYND10","CCR5",2,"ZMYND10-CCR5<br />0.2307"
"PLCD1","PFKFB4",2,"PLCD1-PFKFB4<br />0.1935"
"PRKAR2A","PFKFB4",3,"PRKAR2A-PFKFB4<br />0.3024"
"RNF123","PFKFB4",3,"RNF123-PFKFB4<br />0.2546"
"WDR6","PFKFB4",3,"WDR6-PFKFB4<br />0.2755"
"ZMYND10","PFKFB4",3,"ZMYND10-PFKFB4<br />0.2533"
"RNF123","PLCD1",2,"RNF123-PLCD1<br />0.2394"
"ZMYND10","PLCD1",2,"ZMYND10-PLCD1<br />0.1688"
"RNF123","PRKAR2A",2,"RNF123-PRKAR2A<br />0.1671"
"ZMYND10","PRKAR2A",1,"ZMYND10-PRKAR2A<br />0.1271"
"WDR6","RNF123",2,"WDR6-RNF123<br />0.1621"
"ZMYND10","RNF123",2,"ZMYND10-RNF123<br />0.2451"
"KRTAP10-11","FAM207A",2,"KRTAP10-11-FAM207A<br />0.1804"
"KRTAP10-8","FAM207A",1,"KRTAP10-8-FAM207A<br />0.1207"
"KRTAP10-9","FAM207A",3,"KRTAP10-9-FAM207A<br />0.2528"
"KRTAP19-3","FAM207A",2,"KRTAP19-3-FAM207A<br />0.1647"
"PDXK","FAM207A",1,"PDXK-FAM207A<br />0.1311"
"TRPM2","FAM207A",2,"TRPM2-FAM207A<br />0.1975"
"KRTAP10-8","KRTAP10-11",3,"KRTAP10-8-KRTAP10-11<br />0.271"
"KRTAP10-9","KRTAP10-11",4,"KRTAP10-9-KRTAP10-11<br />0.4196"
"KRTAP19-3","KRTAP10-11",3,"KRTAP19-3-KRTAP10-11<br />0.3331"
"PDXK","KRTAP10-11",3,"PDXK-KRTAP10-11<br />0.3294"
"TRPM2","KRTAP10-11",2,"TRPM2-KRTAP10-11<br />0.2298"
"KRTAP10-9","KRTAP10-8",3,"KRTAP10-9-KRTAP10-8<br />0.296"
"KRTAP19-3","KRTAP10-8",2,"KRTAP19-3-KRTAP10-8<br />0.2062"
"PDXK","KRTAP10-8",2,"PDXK-KRTAP10-8<br />0.1857"
"TRPM2","KRTAP10-8",2,"TRPM2-KRTAP10-8<br />0.1813"
"KRTAP19-3","KRTAP10-9",3,"KRTAP19-3-KRTAP10-9<br />0.3287"
"PDXK","KRTAP10-9",3,"PDXK-KRTAP10-9<br />0.2747"
"TRPM2","KRTAP10-9",2,"TRPM2-KRTAP10-9<br />0.2136"
"PDXK","KRTAP19-3",3,"PDXK-KRTAP19-3<br />0.2759"
"SCAF4","KRTAP19-3",2,"SCAF4-KRTAP19-3<br />0.226"
"TRPM2","KRTAP19-3",1,"TRPM2-KRTAP19-3<br />0.125"
"TRPM2","PDXK",3,"TRPM2-PDXK<br />0.2754"
"FADS2","BSCL2",3,"FADS2-BSCL2<br />0.3396"
"FTH1","BSCL2",3,"FTH1-BSCL2<br />0.2741"
"HNRNPUL2","BSCL2",4,"HNRNPUL2-BSCL2<br />0.3615"
"RBM5","BSCL2",1,"RBM5-BSCL2<br />0.1068"
"SLC22A25","BSCL2",4,"SLC22A25-BSCL2<br />0.3598"
"SLC22A9","BSCL2",3,"SLC22A9-BSCL2<br />0.3239"
"ZBTB3","BSCL2",3,"ZBTB3-BSCL2<br />0.3346"
"FTH1","FADS2",2,"FTH1-FADS2<br />0.2117"
"HNRNPUL2","FADS2",2,"HNRNPUL2-FADS2<br />0.2179"
"SLC22A25","FADS2",3,"SLC22A25-FADS2<br />0.3441"
"SLC22A9","FADS2",2,"SLC22A9-FADS2<br />0.2358"
"ZBTB3","FADS2",3,"ZBTB3-FADS2<br />0.2624"
"HNRNPUL2","FTH1",1,"HNRNPUL2-FTH1<br />0.1389"
"SLC22A25","FTH1",3,"SLC22A25-FTH1<br />0.2638"
"SLC22A9","FTH1",2,"SLC22A9-FTH1<br />0.195"
"ZBTB3","FTH1",1,"ZBTB3-FTH1<br />0.1092"
"RBM5","HNRNPUL2",1,"RBM5-HNRNPUL2<br />0.135"
"SLC22A25","HNRNPUL2",3,"SLC22A25-HNRNPUL2<br />0.3252"
"SLC22A9","HNRNPUL2",2,"SLC22A9-HNRNPUL2<br />0.2257"
"ZBTB3","HNRNPUL2",2,"ZBTB3-HNRNPUL2<br />0.2423"
"SLC22A25","RBM5",1,"SLC22A25-RBM5<br />0.1216"
"SLC22A9","RBM5",2,"SLC22A9-RBM5<br />0.2252"
"ZBTB3","RBM5",2,"ZBTB3-RBM5<br />0.1926"
"SLC22A9","SLC22A25",4,"SLC22A9-SLC22A25<br />0.3998"
"ZBTB3","SLC22A25",3,"ZBTB3-SLC22A25<br />0.3266"
"ZBTB3","SLC22A9",4,"ZBTB3-SLC22A9<br />0.373"
"GFPT1","GALE",2,"GFPT1-GALE<br />0.2234"
"GNPNAT1","GALE",2,"GNPNAT1-GALE<br />0.2299"
"MPI","GALE",2,"MPI-GALE<br />0.1826"
"PGM3","GALE",3,"PGM3-GALE<br />0.2941"
"SDHAF2","GALE",1,"SDHAF2-GALE<br />0.1164"
"UAP1","GALE",1,"UAP1-GALE<br />0.1369"
"UGP2","GALE",4,"UGP2-GALE<br />0.3793"
"GNPNAT1","GFPT1",5,"GNPNAT1-GFPT1<br />0.4906"
"MPI","GFPT1",3,"MPI-GFPT1<br />0.2654"
"PGM3","GFPT1",6,"PGM3-GFPT1<br />0.6309"
"SDHAF2","GFPT1",3,"SDHAF2-GFPT1<br />0.2854"
"UAP1","GFPT1",3,"UAP1-GFPT1<br />0.2804"
"UGP2","GFPT1",4,"UGP2-GFPT1<br />0.4369"
"MPI","GNPNAT1",2,"MPI-GNPNAT1<br />0.2387"
"PGM3","GNPNAT1",6,"PGM3-GNPNAT1<br />0.5597"
"SDHAF2","GNPNAT1",3,"SDHAF2-GNPNAT1<br />0.2824"
"UAP1","GNPNAT1",3,"UAP1-GNPNAT1<br />0.3231"
"UGP2","GNPNAT1",4,"UGP2-GNPNAT1<br />0.4046"
"PGM3","MPI",3,"PGM3-MPI<br />0.3348"
"UAP1","MPI",2,"UAP1-MPI<br />0.2325"
"UGP2","MPI",4,"UGP2-MPI<br />0.3788"
"SDHAF2","PGM3",3,"SDHAF2-PGM3<br />0.2509"
"UAP1","PGM3",3,"UAP1-PGM3<br />0.2928"
"UGP2","PGM3",6,"UGP2-PGM3<br />0.6119"
"UAP1","SDHAF2",2,"UAP1-SDHAF2<br />0.1668"
"UGP2","SDHAF2",2,"UGP2-SDHAF2<br />0.19"
"UGP2","UAP1",3,"UGP2-UAP1<br />0.2834"
"DGCR8","ATXN10",3,"DGCR8-ATXN10<br />0.2595"
"PI4KA","ATXN10",1,"PI4KA-ATXN10<br />0.1252"
"PPIL2","ATXN10",1,"PPIL2-ATXN10<br />0.1124"
"RRP7A","ATXN10",2,"RRP7A-ATXN10<br />0.2292"
"PI4KA","DGCR8",3,"PI4KA-DGCR8<br />0.3051"
"PPIL2","DGCR8",3,"PPIL2-DGCR8<br />0.3278"
"RRP7A","DGCR8",2,"RRP7A-DGCR8<br />0.1808"
"TFIP11","DGCR8",3,"TFIP11-DGCR8<br />0.3101"
"UBE2L3","DGCR8",2,"UBE2L3-DGCR8<br />0.213"
"UFD1","DGCR8",3,"UFD1-DGCR8<br />0.3113"
"PPIL2","PI4KA",3,"PPIL2-PI4KA<br />0.2733"
"TFIP11","PI4KA",2,"TFIP11-PI4KA<br />0.237"
"UBE2L3","PI4KA",2,"UBE2L3-PI4KA<br />0.22"
"UFD1","PI4KA",2,"UFD1-PI4KA<br />0.2263"
"RRP7A","PPIL2",1,"RRP7A-PPIL2<br />0.1011"
"TFIP11","PPIL2",4,"TFIP11-PPIL2<br />0.3634"
"UBE2L3","PPIL2",2,"UBE2L3-PPIL2<br />0.1869"
"UFD1","PPIL2",3,"UFD1-PPIL2<br />0.2569"
"TFIP11","RRP7A",2,"TFIP11-RRP7A<br />0.2458"
"UFD1","RRP7A",2,"UFD1-RRP7A<br />0.1604"
"UBE2L3","TFIP11",2,"UBE2L3-TFIP11<br />0.1515"
"UFD1","TFIP11",4,"UFD1-TFIP11<br />0.3666"
"UFD1","UBE2L3",2,"UFD1-UBE2L3<br />0.1562"
"NUP155","DDX19A",3,"NUP155-DDX19A<br />0.2517"
"METTL14","GEMIN2",2,"METTL14-GEMIN2<br />0.1528"
"METTL3","GEMIN2",3,"METTL3-GEMIN2<br />0.2632"
"MIS18BP1","GEMIN2",3,"MIS18BP1-GEMIN2<br />0.2572"
"METTL3","METTL14",4,"METTL3-METTL14<br />0.4083"
"MIS18BP1","METTL14",1,"MIS18BP1-METTL14<br />0.1381"
"MIS18BP1","METTL3",2,"MIS18BP1-METTL3<br />0.2216"
"ZFR","METTL3",1,"ZFR-METTL3<br />0.1237"
"ZFR","MIS18BP1",3,"ZFR-MIS18BP1<br />0.2682"
"ZFR","NUP155",3,"ZFR-NUP155<br />0.2961"
"ZFR","ZC3H10",2,"ZFR-ZC3H10<br />0.2378"
"CTTN","CAPN5",2,"CTTN-CAPN5<br />0.248"
"KCTD21","CAPN5",3,"KCTD21-CAPN5<br />0.2956"
"LRRC32","CAPN5",2,"LRRC32-CAPN5<br />0.216"
"P2RY2","CAPN5",3,"P2RY2-CAPN5<br />0.2593"
"P2RY6","CAPN5",3,"P2RY6-CAPN5<br />0.3221"
"PLEKHB1","CAPN5",2,"PLEKHB1-CAPN5<br />0.2379"
"TIMM8B","CAPN5",2,"TIMM8B-CAPN5<br />0.1532"
"KCTD21","CTTN",2,"KCTD21-CTTN<br />0.1989"
"LRRC32","CTTN",2,"LRRC32-CTTN<br />0.1543"
"P2RY2","CTTN",1,"P2RY2-CTTN<br />0.1316"
"P2RY6","CTTN",2,"P2RY6-CTTN<br />0.2479"
"PLEKHB1","CTTN",4,"PLEKHB1-CTTN<br />0.3694"
"TIMM8B","CTTN",2,"TIMM8B-CTTN<br />0.1843"
"LRRC32","KCTD21",2,"LRRC32-KCTD21<br />0.1986"
"P2RY2","KCTD21",2,"P2RY2-KCTD21<br />0.2403"
"P2RY6","KCTD21",3,"P2RY6-KCTD21<br />0.3003"
"PLEKHB1","KCTD21",3,"PLEKHB1-KCTD21<br />0.2991"
"TIMM8B","KCTD21",1,"TIMM8B-KCTD21<br />0.1074"
"P2RY2","LRRC32",1,"P2RY2-LRRC32<br />0.1146"
"P2RY6","LRRC32",2,"P2RY6-LRRC32<br />0.1651"
"TIMM8B","LRRC32",1,"TIMM8B-LRRC32<br />0.1171"
"P2RY6","P2RY2",3,"P2RY6-P2RY2<br />0.2768"
"PLEKHB1","P2RY2",2,"PLEKHB1-P2RY2<br />0.2429"
"TIMM8B","P2RY2",1,"TIMM8B-P2RY2<br />0.1266"
"PLEKHB1","P2RY6",4,"PLEKHB1-P2RY6<br />0.3907"
"TIMM8B","P2RY6",3,"TIMM8B-P2RY6<br />0.2687"
"TIMM8B","PLEKHB1",1,"TIMM8B-PLEKHB1<br />0.1125"
"ZC3HC1","API5",2,"ZC3HC1-API5<br />0.2293"
"METTL2B","C1orf131",2,"METTL2B-C1orf131<br />0.2277"
"METTL2B","IRF5",2,"METTL2B-IRF5<br />0.2336"
"MKLN1","IRF5",2,"MKLN1-IRF5<br />0.2299"
"PODXL","IRF5",2,"PODXL-IRF5<br />0.1744"
"MKLN1","METTL2B",3,"MKLN1-METTL2B<br />0.2882"
"PODXL","METTL2B",1,"PODXL-METTL2B<br />0.1216"
"ZC3HC1","METTL2B",3,"ZC3HC1-METTL2B<br />0.2679"
"PODXL","MKLN1",3,"PODXL-MKLN1<br />0.2634"
"TPR","MKLN1",1,"TPR-MKLN1<br />0.1242"
"ZC3HC1","MKLN1",3,"ZC3HC1-MKLN1<br />0.341"
"ZC3HC1","PODXL",2,"ZC3HC1-PODXL<br />0.1897"
"ZC3HC1","TPR",3,"ZC3HC1-TPR<br />0.3167"
"EXOSC1","C1D",5,"EXOSC1-C1D<br />0.4549"
"EXOSC10","C1D",3,"EXOSC10-C1D<br />0.3466"
"MPHOSPH10","C1D",3,"MPHOSPH10-C1D<br />0.2732"
"MPHOSPH6","C1D",2,"MPHOSPH6-C1D<br />0.1768"
"PNO1","C1D",2,"PNO1-C1D<br />0.2116"
"TENT4B","C1D",3,"TENT4B-C1D<br />0.3412"
"EXOSC10","EXOSC1",3,"EXOSC10-EXOSC1<br />0.3457"
"MPHOSPH10","EXOSC1",2,"MPHOSPH10-EXOSC1<br />0.1571"
